id,text,suffix,text_html,suffix_html,start_position,end_position,children,is_child
j5HJUh5vEe2Dcc9Wze3GSw,Птоломей, Доро,Птоломей, Доро,5228,5236,[],False
SXytPB5wEe2z6fvl4FiUrQ,Ксенофонт, Арда,Ксенофонт, Арда,5396,5405,[],False
Zfv9MB5yEe23wAtKv-5VSQ,Ксенофонт, Арда,Ксенофонт, Арда,6488,6497,[],False
vV4psjxFEe6e1h9CzksgKg,Никодим, Ермо,Никодим, Ермо,7365,7372,[],False
uZXhfB5yEe2YODsDlsoc-g,Ксенофонт, Арда,Ксенофонт, Арда,7689,7698,[],False
fypaNh5yEe2TRbfnnSbqAw,Ардальоныч, да Н,Ардальоныч, да Н,7699,7709,[],False
wf2GAjxFEe6pUIuhi1CJWA,Никодим, Ермо,Никодим, Ермо,7713,7720,[],False
P8AIEjxGEe6_EnMVMIrSmQ,Ермолаич, с Иг,Ермолаич, с Иг,7721,7729,[],False
g5jhzNItEe2H0-vsNqSEWA,Игнатiй, Варф,Игнатiй, Варф,7732,7739,[],False
x27X0DxFEe6529-Yr5IYRg,Никодим, Ермо,Никодим, Ермо,8658,8665,[],False
vtDWnB5yEe2uyZecy0xcgg,Ксенофонт, Арда,Ксенофонт, Арда,8702,8711,[],False
w7Ktth5yEe2oardmaJK79g,Ксенофонт, Арда,Ксенофонт, Арда,9134,9143,[],False
yI3Qmh5yEe2DdkP-aCSZMA,Ксенофонт, Арда,Ксенофонт, Арда,9426,9435,[],False
6gl2TNItEe2RC4eAO_CtEQ,Игнатiй, Варф,Игнатiй, Варф,9563,9570,[],False
zYksrB5yEe28v2_kOIG_Tg,Ксенофонт," 
Ард",Ксенофонт," 
Ард",10286,10295,[],False
j2kVNh5yEe2F6uNcpu8gkw,Ардальоныч, с Ни,Ардальоныч, с Ни,10297,10307,[],False
0mpNfDxFEe6NKScY9_aG2g,Никодим, Ермо,Никодим, Ермо,10310,10317,[],False
nTlqqB5yEe2DdLtEUB3asg,Ардальонычем,: наз,Ардальонычем,: наз,10440,10452,[],False
1fevnh5yEe2PRTOylh8JXg,Ксенофонт, Арда,Ксенофонт, Арда,11579,11588,[],False
38o1QDxFEe6PsDMfm49ldw,Никодим, Ермо,Никодим, Ермо,11799,11806,[],False
5bA7qDxFEe6iVYszr9nyTQ,Никодим, Ермо,Никодим, Ермо,11882,11889,[],False
ut4OoBrLEe6qKU8NLRKgow,Якова, Ильи,Якова, Ильи,11914,11919,[],True
cnIwfhGeEe2dE1NeOx3DdQ,Якова Ильича, и во,Якова Ильича, и во,11914,11926,"[Annotation(id='ut4OoBrLEe6qKU8NLRKgow', text='Якова', suffix=' Ильи', text_html='Якова', suffix_html=' Ильи', start_position=11914, end_position=11919, children=[], is_child=True), Annotation(id='rieS2BrNEe6UzmfqlkuDDQ', text='Ильича', suffix=' и\xa0во', text_html='Ильича', suffix_html=' и\xa0во', start_position=11920, end_position=11926, children=[], is_child=True)]",False
rieS2BrNEe6UzmfqlkuDDQ,Ильича, и во,Ильича, и во,11920,11926,[],True
v2L3fhrLEe6ZreOOQPUC6w,Якова, Ильи,Якова, Ильи,12226,12231,[],False
xBkughrLEe6l18vGShNRWQ,Яков, Ильи,Яков, Ильи,14311,14315,[],False
tbzXnBrNEe6MVAPLjS6JvA,Ильич, Пала,Ильич, Пала,14316,14321,[],False
