Id,highlighted,text,ru_trans,tags,prefix,suffix,highlighted_html,suffix_html,position_start,position_end,start_container,end_container,chapter,ch_num,lang,overlap,img_src,alt_text_eng,dog_sound
nfo4_NNoEe-gP-_iPIP2Kg,"The moonth’s clear, no catchin up with the dates","In a letter to his publisher Carl Proffer dated March 23, 1979, Sokolov wrote to say that he had decided keep the novel's title as *Between Dog and Wolf* (Box 1, Folder 5, Sasha Sokolov Collection, UC Santa Barbara Special Research Collections).",,['archive'],". Discords Beyond the Itil
  
  ",", the 
year’s current. To Citize","The moonth’s clear, no catchin up with the dates",", the 
year’s current. To Citize",652,700,/div[1]/main[1]/article[1]/p[1]/hypothesis-highlight[1],/div[1]/main[1]/article[1]/p[1]/hypothesis-highlight[6]/hypothesis-highlight[1],01. DISCORDS BEYOND THE ITIL,01,en,full,[],[],False
f88ghEwqEe63d1sYlfmXuA,"The moonth’s clear, no catchin up with the dates, the 
year’s current. To Citizen Sidor Fomich Pozhilykh, 
with all due respect, Ilya Petrikeich Zynzyrela’s Discords Beyond the Itil","Alexey Salomatin and Artem Skvortsov identify this opening line as a reference to the apocryphal ""Correspondence between the Turkish Sultan and the Cossacks"" (248). Read the original letter [here](https://ru.wikisource.org/wiki/%D0%9F%D0%B8%D1%81%D1%8C%D0%BC%D0%BE_%D0%B7%D0%B0%D0%BF%D0%BE%D1%80%D0%BE%D0%B6%D1%86%D0%B5%D0%B2_%D1%82%D1%83%D1%80%D0%B5%D1%86%D0%BA%D0%BE%D0%BC%D1%83_%D1%81%D1%83%D0%BB%D1%82%D0%B0%D0%BD%D1%83). They note that the novel's opening begins with a reference to the letter's *ending*.",,['intertextuality'],". Discords Beyond the Itil
  
  ",". With Your permission, I commen","The moonth’s clear, no catchin up with the dates, the 
year’s current. To Citizen Sidor Fomich Pozhilykh, 
with all due respect, Ilya Petrikeich Zynzyrela’s <em>Discords Beyond the Itil","</em>. With Your permission, I c",652,833,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1]/em[1]/hypothesis-highlight[1]/hypothesis-highlight[1],01. DISCORDS BEYOND THE ITIL,01,en,partial,[],[],False
7Qo7Mk5DEe6xruPqIyxvYQ,Note I,"Sokolov once described the process of writing *Between Dog and Wolf* as follows: ""because I had little time, I wrote, primarily, poems. I couldn't write prose. It requires a long 'entrance.' It simply requires continues life, somehow constant. But you can write poets in a train, anywhere you want ... And therefore I also wrote a lot of poems for this book in Switzerland. And in Austria. In Austria I could write every evening but poems. Because when you return home from the forest at nine with axe, with a pitchfork or a saw in your hands, there's simply no talk about prose. Therefore, that's probably *Sobaka's* form is so unusual, why poems and prose are interspersed"" (Polovets 8).",,['structure']," Notes of a Binging Hunter
  
  ","

Impression


  Look around! Co",Note I,"</h2>

",653,659,/div[1]/main[1]/article[1]/h2[1],/div[1]/main[1]/article[1]/h2[1],03. Notes of a Binging Hunter,03,en,none,[],[],False
ZYM3UO6dEe2KJltdf6tXsQ,Записка I,"Sokolov once described the process of writing *Between Dog and Wolf* as follows: ""because I had little time, I wrote, primarily, poems. I couldn't write prose. It requires a long 'entrance.' It simply requires continues life, somehow constant. But you can write poets in a train, anywhere you want ... And therefore I also wrote a lot of poems for this book in Switzerland. And in Austria. In Austria I could write every evening but poems. Because when you return home from the forest at nine with axe, with a pitchfork or a saw in your hands, there's simply no talk about prose. Therefore, that's probably *Sobaka's* form is so unusual, why poems and prose are interspersed"" (Polovets 8).","Соколов однажды описал процесс написания ""Между собакой и волком"" следующим образом: ""Поскольку времени у меня было мало, я писал, в основном, стихи, я не мог писать прозу. Она требует долгого ""вхождения"". Она просто требует неотрывной жизни, какой-то постоянной. Нахождения в определенном состоянии, в состоянии себя. А стихи можно писать в поезде, где угодно... И поэтому и в Швейцарии я написал много стихотворений для этой книги. И в Австрии. В Австрии я мог писать каждый вечер, но стихи. Потому что, когда приходишь домой из леса в девять часов с топором, с вилами или пилой в руках, то ни о какой прозе не может быть и речи. Поэтому, наверное, форма ""Собаки"" во многом так необычна, что перемежаются стихи и проза"" (Polovets 8).",['structure'],"Записки запойного охотника
  
  ","

Впечатление


  Оглянись! насе",Записка I,"</h2>

",654,663,/div[1]/main[1]/article[1]/h2[1],/div[1]/main[1]/article[1]/h2[1],03. Записки запойного охотника,03,ru,none,[],[],False
5JmvBP7WEey_1HMEm0ImKw,Записка I,"An3, ABAB.","Aн3, ABAB.","['metrical pattern', 'rhyme']","Записки запойного охотника
  
  ","

Впечатление


  Оглянись! насе",Записка I,"</h2>

",654,663,/div[1]/main[1]/article[1]/h2[1],/div[1]/main[1]/article[1]/h2[1],03. Записки запойного охотника,03,ru,none,[],[],True
aZVo9sogEeyuASe80ymatQ,moonth’s clear,"A combination of ""moon"" and ""month."" This expression hides a double meaning, as the word ""mesiats"" may mean both ""moon"" and ""month"" in Russian. The author is at once suggesting that ""the month is clear"" (a rather indeterminate time setting) and that ""the moon shines."" Elena Kravchenko writes: ""Sokolov differs from both the avant-garde aestheticization of the real and the conceptualist disclosure of the hyper-real. Firstly, reality is a priori presented in a reflected form through a series of artistic representations. Secondly, in his engagement with these signs, Sokolov does not simply abstract them from their 'original' function or context, but grounds them in their original medium: language. [...]. A pun, produced through a play on the homonym 'mesiats', throws off the reader, forcing him to reflect on the plurality of signifieds covered by a single name. By using the adjective 'iasnyi' (clear), with its indication of both clarity as colour and a level of intelligibility, the narrator provokes a double entendre, thus revealing the basis of the notion of time: the abstract category of time is grounded in a spatial (alberit heavenly) body"" (*The Prose* 71).",,['language'],"scords Beyond the Itil
  
  The ",", no catchin up with the dates, ",moonth’s clear,", no catchin up with the dates, ",656,670,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],01. DISCORDS BEYOND THE ITIL,01,en,none,[],[],False
6ommOP7OEeypVd8Mw0teEA,глубоким галошам,"Alliteration (g, l).","Аллитерация (г, л).","['sound', 'stylistic device']","я повесть
  
  Жить; знать цену "," в пору разлива глубоких 
и мелк",глубоким галошам," в пору разлива глубоких 
и мелк",659,675,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],02. Ловчая повесть,02,ru,none,[],[],True
DeM5yP7PEeyWZceTfFNdgA,глубоким галошам в пору разлива глубоких,"Repetition with a variatio in the case (glubokim - glubokich),",Повторение с изменением падежа (глубоким - глубоким).,['rhythm'],"я повесть
  
  Жить; знать цену "," 
и мелких рек. Быть; мусолить ж",глубоким галошам в пору разлива глубоких," 
и мелких рек. Быть; мусолить ж",659,699,/div[1]/main[1]/article[1]/p[1]/hypothesis-highlight[1],/div[1]/main[1]/article[1]/p[1],02. Ловчая повесть,02,ru,partial,[],[],True
K15f_InyEey97ntrVFKtzQ,за  числами,очень интересно!,,['#зачислами'],". ЗАИТИЛЫЦИНА
  
  Месяц ясен,  ","  не  уследишь,  год нынешний. 
",за числами," не уследишь, год нынешний. Граж",660,671,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],01. ЗАИТИЛЫЦИНА,01,ru,none,[],[],False
MRhMMInbEey-nQvtt07hcA,"T he moonth’s clear, no catchin up with the dates, the 
year’s current. To Citizen Sidor Fomich Pozhilykh, 
with all due respect, Ilya Petrikeich Zynzyrela’s Dis-
cords Beyond the Itil. ",This is a test annotation of the first line of this text,,[],". DISCORDS BEYOND THE ITIL
  
  ","With Your permission, I commence",>T,"he moonth’s clear, no catchin up",660,846,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1]/hypothesis-highlight[1],01. DISCORDS BEYOND THE ITIL,01,en,partial,[],[],False
88H3bE5DEe6ZOsMuefjm6A,Impression,"Oleg Dark calls the poems of *Between Dog and Wolf* ""autocommentaries that connect a stylistically disintegrating narrative"" (228).",,['structure'],"f a Binging Hunter
  
  Note I

","


  Look around! Countless inse",Impression,"</h3>

",661,671,/div[1]/main[1]/article[1]/h3[1],/div[1]/main[1]/article[1]/h3[1],03. Notes of a Binging Hunter,03,en,none,[],[],False
WgVkqvACEe2QmONdYc5WQg,Впечатление,"Oleg Dark calls the poems of *Between Dog and Wolf* ""autocommentaries that connect a stylistically disintegrating narrative"" (228).","О. Дарк называет стихи в ""Между собакой и волком"" ""автокомментарием, связывающим стилистически распадающееся повествование"" (Dark 228).",['structure'],"ойного охотника
  
  Записка I

","


  Оглянись! насекомых несметн",Впечатление,"</h3>

",665,676,/div[1]/main[1]/article[1]/h3[1],/div[1]/main[1]/article[1]/h3[1],03. Записки запойного охотника,03,ru,none,[],[],False
XHHXNu2TEeyaezNbZqadmA,галошам,"Galoshes. D.B. Johnson has identified more than twenty different types of shoes across Sokolov’s three novels: “*bashmaki, botforty, boty, botinki (polubotinki), cheboty, chizmy, chubury, galoshi (kaloshi), gety, ichigi, kedy, klogi, lapti, mokrostupy, obuvi (obuvki), sapogi, sandalii, tapochki (polutapochki), shlepantsy, shtiblety, tapti, tufli, valenki*. The list may easily be extended with appurtenances such as socks, stockings, footcloths, gaiters, skates, crutches, and artificial legs” (“The Galoshes Manifesto” 156). Regarding *Between Dog and Wolf*, he notes that Ilya’s last name immediately evokes Cinderella’s vair slippers. Johnson observes that “the footwear motif is Sokolov’s tribute, both conscious and unconscious, to the tradition in Russian literature represented by his predecessors – Ivan Bunin and Valentin Kataev” (179). In an interview with A. and N. Voronel', Sokolov calls Bunin, along with Gogol, his ""contemporaries, collaborators along a chain, older masters"" (Voroneli, ""Ia khochu"" 184). Shoe motif.","Резиновая обувь. Д. Б. Джонсон отмечает более двадцати видов обуви, встречающихся в трех романах Соколова: “башмаки, ботфорты, боты, ботинки (полуботинки), чеботы, чизмы, чубуры, галоши (калоши), геты, ичиги, кеды, клоги, лапти, мокроступы, обуви (обувки), сапоги, сандалии, тапочки (полутапочки), шлепанцы, штиблеты, тапти, туфли, валенки. Список можно расширить, включив такие атрибуты, как носки, чулки, портянки, гамаши, коньки, костыли и протезы” (Johnson, “The Galoshes Manifesto” 156). Что касается “Между собакой и волком”, он замечает, что фамилия Ильи сразу наталкивает на мысль о хрустальных туфельках Золушки. Джонсон подчеркивает, что “мотив обуви — дань Соколова, будь то осознанная или неосознанная, традициям русской литературы, представленным его предшественниками — И. Буниным и В. Катаевым” (179). В интервью с А. и Н. Воронелями, Соколов называет Бунина и Гоголя своими “современниками, сотрудниками по цеху, старшими мастерами” (Voroneli, ""Ia khochu"" 184). Мотив обуви.","['motif', 'intertextuality']","
  
  Жить; знать цену глубоким "," в пору разлива глубоких 
и мелк",галошам," в пору разлива глубоких 
и мелк",668,675,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],02. Ловчая повесть,02,ru,none,[],[],False
UwanZsohEeynRifAk5SJxA,no catchin up with the dates,"Typical sample of Sokolov's non-linear conception of time. See, for instance, Borden’s “Time Backward!” and Sokolov’s *A School for Fools* and *Astrophobia*.",,"['intertextuality', 'self-reference', 'time']","e Itil
  
  The moonth’s clear, ",", the 
year’s current. To Citize",no catchin up with the dates,", the 
year’s current. To Citize",672,700,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],01. DISCORDS BEYOND THE ITIL,01,en,none,[],[],False
-kdzqMogEey375dScSgH1w,catchin,Translator Alexander Boguslawski has rendered the voice of Ilya in this colloquial manner to approximate the original Russian narration's style.,,"['language', 'character']","til
  
  The moonth’s clear, no "," up with the dates, the 
year’s ",catchin," up with the dates, the 
year’s ",675,682,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],01. DISCORDS BEYOND THE ITIL,01,en,none,[],[],False
lD3gBKtkEeydac-qwsqX9w,год нынешний,"This expression introduces the reader into a blurred atmosphere of uncertainty, where exact coordinates in space and time are deliberately foggy. ",Данное выражение вводит читателя в мутную атмосферу неопределенности: пространственно-временные представления являются нарочито туманными.,"['explanatory', 'time']","ц ясен, за числами не уследишь, ",". Гражданину 
Сидор Фомичу Пожил",год нынешний,". Гражданину 
Сидор Фомичу Пожил",675,687,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1]/hypothesis-highlight[3],01. ЗАИТИЛЫЦИНА,01,ru,partial,[],[],False
7Qq-slLgEe6P1Me3sZweEA,galoshes,"Galoshes. D.B. Johnson has identified more than twenty different types of shoes across Sokolov’s three novels: “*bashmaki, botforty, boty, botinki (polubotinki), cheboty, chizmy, chubury, galoshi (kaloshi), gety, ichigi, kedy, klogi, lapti, mokrostupy, obuvi (obuvki), sapogi, sandalii, tapochki (polutapochki), shlepantsy, shtiblety, tapti, tufli, valenki*. The list may easily be extended with appurtenances such as socks, stockings, footcloths, gaiters, skates, crutches, and artificial legs” (“The Galoshes Manifesto” 156). Regarding *Between Dog and Wolf*, he notes that Ilya’s last name immediately evokes Cinderella’s vair slippers. Johnson observes that “the footwear motif is Sokolov’s tribute, both conscious and unconscious, to the tradition in Russian literature represented by his predecessors – Ivan Bunin and Valentin Kataev” (179). In an interview with A. and N. Voronel', Sokolov calls Bunin, along with Gogol, his ""contemporaries, collaborators along a chain, older masters"" (Voroneli, ""Ia khochu"" 184). Shoe motif.",,"['motif', 'intertextuality']",live; to know the value of deep," at the time 
of flooding of the",galoshes," at the time 
of flooding of the",681,689,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],02. The Trapper's Tale,02,en,none,[],[],False
ubR-0sGVEey1Qk_1NIRYiA,Приятелям по рассеянью,"Allusion to the author’s biography and to the situation many authors were facing in the 1980s. It is also relevant that Sokolov uses the word 'priiateli' (echoed also in the adj. druzhesky in the reference from the *Evgeny Onegin*): when in dispersion (i.e., exile), people who belong to the other (non-official / ""second"") culture can rebuild the links among them.","Стоит упомянуть, что Соколов использует слово ""приятели"" (что также перекликается с прилагательным ""дружеский"" в сноске из ""Евгений Онегина""): находясь в разобщении (т. е., ссылке, изгнании), люди, относящиеся к другой (неофициальной/""второй"") культуре, могут восстановить связи между собой.",['self-reference'],"Между собакой и волком


  
    ","
  
  Люблю я дружеские враки
  ",Приятелям по рассеянью,</em>,682,704,/div[1]/main[1]/article[1]/ul[1]/li[1]/p[1]/em[1],/div[1]/main[1]/article[1]/ul[1]/li[1]/p[1]/em[1],00. Эпиграф,00,ru,none,[],[],False
n8SQ7qtkEeyw9n-sL6H8oA,Гражданину,"Interestingly enough, Sokolov avoids using the most common Soviet appellative ""Tovarishch"" opting for a rather general, but still evocative word (think of Nikolay Nekrasov's ""Poet i grazhdanin,"" Poet and Citizen, 1856). The choice could be also related to the epistolary genre Ilya is here trying to reproduce and to the fact that this world is rather the 'old' term substituting the Soviet “Tovarishch.”","Интерено отметить, что Соколов избегает употребления советского обращения ""товарищ"", предпочитая ему более общий, но все еще значимый термин (ср. Н. А. Некрасов ""Поэт и гражданин"", 1856). Выбор может также подсказывать, что Илья намерен писать заявление ""правильно"" и думает выражениями, типичными для ""старого"" (несоветского или, скорее, досоветского) времени.","['register/style', 'language']","лами не уследишь, год нынешний. "," 
Сидор Фомичу Пожилых с уважени",Гражданину," 
Сидор Фомичу Пожилых с уважени",689,699,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],01. ЗАИТИЛЫЦИНА,01,ru,none,[],[],False
tgIW5oncEey8Rgfo8KQK4w,нынешний,Test on the Russian text,,[],"за  числами  не  уследишь,  год ",". 
Гражданину  Сидор  Фомичу  По",нынешний,". Гражданину 
Сидор Фомичу Пожил",692,700,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],01. ЗАИТИЛЫЦИНА,01,ru,none,[],[],False
7CQ8Crg4Ee2p8ZuH5jUbdQ,рассеянью,"The adjectival form of this word (рассеянный) can mean absend-minded or forgetful. In many ways, *Between Dog and Wolf* is an attempt by Ilya, one of the protagonists, to remember his life, despite the fact that multiple variants are presented in the narrative.","Прилагательное этого слова (рассеянный) может означать забывчивый. Во многом ""Между собакой и волком"" — это попытка Ильи, одного из главных героев, вспомнить свою жизнь, несмотря на то, что в повествовании представлены множественные варианты.","['language', 'structure', 'theme']"," и волком


  
    Приятелям по ","
  
  Люблю я дружеские враки
  ",рассеянью,</em>,695,704,/div[1]/main[1]/article[1]/ul[1]/li[1]/p[1]/em[1]/hypothesis-highlight[1],/div[1]/main[1]/article[1]/ul[1]/li[1]/p[1]/em[1]/hypothesis-highlight[1],00. Эпиграф,00,ru,full,[],[],False
